sku,shortEmb,longEmb
61906824,"מגזמת גובה טלסקופית אלחוטית IKRA Cordless Telescopic Hedge Trimmer ICPH 2040 בעל כיוונון גובה טלסקופי, לעבודה עד גובה 4 מטר גוף בלבד - לא כולל סוללה ומטען איכות גרמנית במחיר שאסור לפספס!!","מגזמת גובה טלסקופית אלחוטית IKRA Cordless Telescopic Hedge Trimmer ICPH 2040 בעל כיוונון גובה טלסקופי, לעבודה עד גובה 4 מטר גוף בלבד - לא כולל סוללה ומטען איכות גרמנית במחיר שאסור לפספס!! ידית תמיכה ארגונומית לעבודה קלה ויעילה להבים מוקשים בחיתוך לייזר מדוייק פעולה כפולה גיזום מותאם ל 9 מצבים זווית עד 90 מעלות מוט טלסקופי אלומיניום להתאמת גובה ידית אחיזה נוחה וארגונומית Soft grip כולל רצועת כתף נוחה פועלת עם סוללה 20V המאפשרת זמן עבודה מקסימלי 60 דקות. (לא כלולה) הסוללה מתאימה לכל כלי IKRA 20V (מפוח, חרמש, מגזמת, מכסחת דשא, מגזמת ומסור גובה) נתונים טכניים: מתאים לגובה עבודה עד 3.5 מטר זמן עבודה מקסימלי עם סוללה 60 דקות אורך להב 44 סמ מרווח בין שיניים 1.8 סמ אורך כלי מ-220 עד 275 סמ מתח סוללה 20 וולט / 2.0/2.5 אמפר-שעה (לא כלול) משקל עם סוללה 3.3 קג רמת עוצמת הקול הנקובה (A (dB 94 מידות (כולל מנעד טלסקופי): 220-275 סמ אופציונאלי (לא כלול): סוללה סמסונג 20V LBB25R ליתיום-יון הספק 2.0-2.5Ah תדר 50/60 Hz מטען 20V זמן הטענה 3-5 שעות יתרונות הכלים הנטענים: &gt; ללא כבל חשמלי, פחות תחזוקה, פחות רעש, ידידותי לסביבה &gt; עצמאות: הכלי האלחוטי מאפשר לנוע בחופשיות בגינה, ללא הגבלה של כבל. יכולת להגיע לאזורים קשים וכיסוי מרחק גדול יותר. &gt; סוללה נטענת קלת משקל כתחליף למנוע בנזין או לכבל חשמלי &gt; פחות תחזוקה: אין צורך בתחזוקת מנוע ובהחלפת שמנים (לעומת חרמש בנזין) &gt; ידידותית לסביבה: פחות רעש, ללא זיהום אוויר בהשוואה לכלי הדלק אודות IKRA: חברת Ikra, מהמובילות בתחום הגינון בעולם, משווקת למעלה מ- 1.5 מיליון מוצרים בשנה בבקרת איכות גרמנית מוקפדת ועם אורך חיי מוצר ארוך במיוחד. החברה היא מהיחידות בעולם המתמקדות בפיתוח וייצור כלי גינון בלבד. מפעלי החברה, מרכזי הפיתוח וההנדסה ממוקמים בסקסוניה, גרמניה."
61906851,חדש! מכסחת נטענת עוצמתית דגם IKRA ICM 2/2037 פועלת על 2 סוללות 20V (לא כלולות) המשתלמת ביותר. תוצרת IKRA גרמניה. חווית כיסוח שלא הכרתם!! גוף בלבד - לא כולל סוללה ומטען,"חדש! מכסחת נטענת עוצמתית דגם IKRA ICM 2/2037 פועלת על 2 סוללות 20V (לא כלולות) המשתלמת ביותר. תוצרת IKRA גרמניה. חווית כיסוח שלא הכרתם!! גוף בלבד - לא כולל סוללה ומטען כלים חשמליים נטענים 40V המחליפים מנוע בנזין יתרונות: הנדסת אנוש ובקרת איכות גרמנית מוקפדת פועלת על 2 סוללות 20V כל אחת בהספק 2.0/2.5Ah (לא כלולות) מנוע עוצמתי ברשלס ללא פחמים, זמן עבודה ארוך וסיבולת ממושכת רוחב כיסוח: 37 סמ מבנה ארגונומי מושלם המאפשר אחיזה, דחיפה וכיסוח קל ונוח ידית אחיזה נוחה מאפשרת לדחוף ולסובב את המכסחת בקלות סכיני להב מתכת עמידים ומוקשים גובה כיסוח: 6 מצבים, 25-75 ממ (שליטה מרכזית) נוחה לאחסון &ndash; ידית מתקפלת לנפח מינימלי מומלץ לבעלי מדשאות בשטח עד 250 מר אחריות לשנה עי הגרעין מפרט טכני: זמן עבודה מקסימלי: עד 40 דקות (בהתאם למאמץ העבודה) מתח 40V DC (שתי סוללות 20V, לא כלולות) מנוע: Brushless מהירות להב: 3800 סלד רוחב כיסוח: 37 סמ גובה כיסוח: 25-75 ממ ידית גובה: 6 מצבים מיכל איסוף: 40 ליטר עשוי מבד עם מכסה קשיח גלגלים: 155 ממ / 180 ממ עוצמת קול: 96 dB (A) מִשׁקָל: 12.4 קג ללא סוללות מיוצר בסין. אחריות לשנה עי הגרעין אודות IKRA: חברת Ikra, מהמובילות בתחום הגינון בעולם, משווקת למעלה מ- 1.5 מיליון מוצרים בשנה בבקרת איכות גרמנית מוקפדת ועם אורך חיי מוצר ארוך במיוחד. החברה היא מהיחידות בעולם המתמקדות בפיתוח וייצור כלי גינון בלבד. מפעלי החברה, מרכזי הפיתוח וההנדסה ממוקמים בסקסוניה, גרמניה."
61906860,מתאים למגוון כלי IKRA 20V ליתיום-יון 20V 2.5Ah,מתאים למגוון כלי IKRA 20V ליתיום-יון 20V 2.5Ah צפיפות אנרגיה גבוהה פריקה עצמית נמוכה תאורת LED המתריעה על סוללה חלשה משקל: 390 גרם סוללה אחת המתאימה לכל כלי Ikra 20V
61906861,מתאים למגוון כלי IKRA 20V ליתיום-יון 20V 2.0Ah,"מתאים למגוון כלי IKRA 20V ליתיום-יון 20V 2.0Ah צפיפות אנרגיה גבוהה פריקה עצמית נמוכה תאורת LED המתריעה על סוללה חלשה משקל: 390 גרם סוללה אחת המתאימה לכל כלי Ikra 20V אודות IKRA: חברת Ikra, מהמובילות בתחום הגינון בעולם, משווקת למעלה מ- 1.5 מיליון מוצרים בשנה בבקרת איכות גרמנית מוקפדת ועם אורך חיי מוצר ארוך במיוחד. החברה היא מהיחידות בעולם המתמקדות בפיתוח וייצור כלי גינון בלבד. מפעלי החברה, מרכזי הפיתוח וההנדסה ממוקמים בסקסוניה, גרמניה."
61906870,מתאים למגוון כלי IKRA 20V,"מתאים למגוון כלי IKRA 20V מתח חשמל: 21V DC מתח טעינה 100-240V ~50-60 Hz / זרם טעינה: mA 470 זמן טעינה לסוללה: 3 - 5 שעות אודות Ikra : חברת Ikra, מהמובילות בתחום הגינון בעולם, משווקת למעלה מ- 1.5 מיליון מוצרים בשנה בבקרת איכות גרמנית מוקפדת ועם אורך חיי מוצר ארוך במיוחד. החברה היא מהיחידות בעולם המתמקדות בפיתוח וייצור כלי גינון בלבד. מפעלי החברה, מרכזי הפיתוח וההנדסה ממוקמים בסקסוניה, גרמניה."
61906890,מגזמת נטענת + חרמש נטען + מפוח נטען כלים עם ביצועים מעולים לגינות קטנות ובינוניות כולל סוללה המתאימה לשלושת הכלים ומטען מהיר,"מגזמת נטענת + חרמש נטען + מפוח נטען כלים עם ביצועים מעולים לגינות קטנות ובינוניות כולל סוללה המתאימה לשלושת הכלים ומטען מהיר איכות גרמנית במחירים שאסור לפספס!! המבצע כולל: חרמש נטען IAT 20V חרמש איקרה אלחוטי Trimmer IAT 20-1M 20V פועל עם סוללה 20V בעל כיוונון גובה טלסקופי, ידית תמיכה נוספת לעבודה קלה ויעילה, ראש כיסוח מסתובב ב 180 מעלות המאפשר להגיע לכל פינה כולל כיסוח אנכי. ידיות אחיזה רכה (Soft Grip). חיתוך באמצעות סכיני פלסטי מוקשחים אותם ניתן להחליף בקלות. חיתוך בקוטר 25 סמ. 20 יח חיתוך כלולים באריזה לשימוש ארוך טווח. הסוללה מאפשרת עבודה רציפה עד 60 דקות. מגזמת נטענת IAHS 20V מגזמת גדר חיה איקרה אלחוטית IAHS 20-1 20V פועלת עם סוללה 20V. בעלת פעולה דו צדדית, להבים מוקשחים בהשחזה מדויקת באמצעות לייזר על מסילות אלומיניום קלות משקל ומגן קצה להב. אורך להב 54 סמ. מיועדת לחיתוך ענפים ירוקים (שאינם מעוצים) עד קוטר 1.8 סמ. הסוללה מאפשרת עבודה רציפה עד 50 דקות. מפוח נטען IAHS 20V מפוח עלים נטען אלחוטי, עם עוצמת נשיפה גבוהה של 220 קמש. קל משקל 1.6 קג וארגונומי. דגם IKRA IAB 20-1 20V מעולה לשמירה על ניקיון החצר, הדשא הסינטטי, המרפסת והשבילים. עוצמת הרעש של הכלי נמוכה 87db בלבד. הסוללה מאפשרת עבודה רציפה עד 15 דקות. מטען וסוללה סוללה אחת איכותית בעלת צפיפות אנרגיה גבוהה ופריקה נמוכה המתאימה למגוון כלי IKRA 20V. מטען מהיר תואם עם מחוון LED מפרט טכני: חרמש: מתח תפעולי 20V DC מהירות סיבוב: 8500 סלד קוטר כיסוח: 25 סמ זמן הפעלה רציף עם סוללה מלאה: עד 60 דקות משקל 1.9 קג מגזמת: מתח תפעולי 20V DC אורך חיתוך: 59 סמ אורך להב: 54 סמ מרווח בין שיניים: 18 ממ עוצמת רעש: 92 dBA זמן הפעלה רציף עם סוללה מלאה: עד 50 דקות משקל: 2.1 קג מפוח: מתח תפעולי 20V DC מהירות אוויר: 220 קמש נפח אוויר: 2.6 m&sup3;/min זמן הפעלה רציף עם סוללה: עד 15 דקות עוצמת רעש: 87 dBA משקל 1.6 קג (כולל סוללה) סוללה אחת המתאימה לכלים (כלול): ליתיום-יון 20V 2.0Ah צפיפות אנרגיה גבוהה פריקה עצמית נמוכה תאורת LED המתריעה על סוללה חלשה משקל: 390 גרם סוללה אחת המתאימה לכל כלי Ikra 20V מטען מהיר (כלול): מתח חשמל: 21V DC מתח טעינה 100-240V ~50-60 Hz / זרם טעינה: mA 470 זמן טעינה לסוללה: שעה יתרונות הכלים הנטענים: &gt; ללא כבל חשמלי, פחות תחזוקה, פחות רעש, ידידותי לסביבה &gt; עצמאות: הכלי האלחוטי מאפשר לנוע בחופשיות בגינה, ללא הגבלה של כבל. יכולת להגיע לאזורים קשים וכיסוי מרחק גדול יותר. &gt; סוללה נטענת קלת משקל כתחליף למנוע בנזין או לכבל חשמלי &gt; פחות תחזוקה: אין צורך בתחזוקת מנוע ובהחלפת שמנים (לעומת חרמש בנזין) &gt; ידידותית לסביבה: פחות רעש, ללא זיהום אוויר בהשוואה לכלי הדלק אודות IKRA: חברת Ikra, מהמובילות בתחום הגינון בעולם, משווקת למעלה מ- 1.5 מיליון מוצרים בשנה בבקרת איכות גרמנית מוקפדת ועם אורך חיי מוצר ארוך במיוחד. החברה היא מהיחידות בעולם המתמקדות בפיתוח וייצור כלי גינון בלבד. מפעלי החברה, מרכזי הפיתוח וההנדסה ממוקמים בסקסוניה, גרמניה."
61906894,חרמש נטען + מפוח נטען כלים עם ביצועים מעולים לגינות קטנות ובינוניות כולל סוללה המתאימה לשני הכלים ומטען מהיר,"חרמש נטען + מפוח נטען כלים עם ביצועים מעולים לגינות קטנות ובינוניות כולל סוללה המתאימה לשני הכלים ומטען מהיר איכות גרמנית במחירים שאסור לפספס!! המבצע כולל: חרמש נטען IAT 20V חרמש איקרה אלחוטי Trimmer IAT 20-1M 20V פועל עם סוללה 20V בעל כיוונון גובה טלסקופי, ידית תמיכה נוספת לעבודה קלה ויעילה, ראש כיסוח מסתובב ב 180 מעלות המאפשר להגיע לכל פינה כולל כיסוח אנכי. ידיות אחיזה רכה (Soft Grip). חיתוך באמצעות סכיני פלסטי מוקשחים אותם ניתן להחליף בקלות. חיתוך בקוטר 25 סמ. 20 יח חיתוך כלולים באריזה לשימוש ארוך טווח. הסוללה מאפשרת עבודה רציפה עד 60 דקות. מפוח נטען IAHS 20V מפוח עלים נטען אלחוטי, עם עוצמת נשיפה גבוהה של 220 קמש. קל משקל 1.6 קג וארגונומי. דגם IKRA IAB 20-1 20V מעולה לשמירה על ניקיון החצר, הדשא הסינטטי, המרפסת והשבילים. עוצמת הרעש של הכלי נמוכה 87db בלבד. הסוללה מאפשרת עבודה רציפה עד 15 דקות. מטען וסוללה סוללה אחת איכותית בעלת צפיפות אנרגיה גבוהה ופריקה נמוכה המתאימה למגוון כלי IKRA 20V. מטען מהיר תואם עם מחוון LED. מפרט טכני: חרמש: מתח תפעולי 20V DC מהירות סיבוב: 8500 סלד קוטר כיסוח: 25 סמ זמן הפעלה רציף עם סוללה מלאה: עד 60 דקות משקל 1.9 קג מפוח: מתח תפעולי 20V DC מהירות אוויר: 220 קמש נפח אוויר: 2.6 m&sup3;/min זמן הפעלה רציף עם סוללה: עד 15 דקות עוצמת רעש: 87 dBA משקל 1.6 קג (כולל סוללה) סוללה אחת המתאימה לשני הכלים (כלול): ליתיום-יון 20V 2.0Ah צפיפות אנרגיה גבוהה פריקה עצמית נמוכה תאורת LED המתריעה על סוללה חלשה משקל: 390 גרם סוללה אחת המתאימה לכל כלי Ikra 20V מטען מהיר (כלול): מתח חשמל: 21V DC מתח טעינה 100-240V ~50-60 Hz / זרם טעינה: mA 470 זמן טעינה לסוללה: שעה יתרונות הכלים הנטענים: &gt; ללא כבל חשמלי, פחות תחזוקה, פחות רעש, ידידותי לסביבה &gt; עצמאות: הכלי האלחוטי מאפשר לנוע בחופשיות בגינה, ללא הגבלה של כבל. יכולת להגיע לאזורים קשים וכיסוי מרחק גדול יותר. &gt; סוללה נטענת קלת משקל כתחליף למנוע בנזין או לכבל חשמלי &gt; פחות תחזוקה: אין צורך בתחזוקת מנוע ובהחלפת שמנים (לעומת חרמש בנזין) &gt; ידידותית לסביבה: פחות רעש, ללא זיהום אוויר בהשוואה לכלי הדלק אודות IKRA: חברת Ikra, מהמובילות בתחום הגינון בעולם, משווקת למעלה מ- 1.5 מיליון מוצרים בשנה בבקרת איכות גרמנית מוקפדת ועם אורך חיי מוצר ארוך במיוחד. החברה היא מהיחידות בעולם המתמקדות בפיתוח וייצור כלי גינון בלבד. מפעלי החברה, מרכזי הפיתוח וההנדסה ממוקמים בסקסוניה, גרמניה."
61906896,מגזמת נטענת + מפוח נטען כלים עם ביצועים מעולים לגינות קטנות ובינוניות כולל סוללה המתאימה לשני הכלים ומטען מהיר,"מגזמת נטענת + מפוח נטען כלים עם ביצועים מעולים לגינות קטנות ובינוניות כולל סוללה המתאימה לשני הכלים ומטען מהיר איכות גרמנית במחירים שאסור לפספס!! המבצע כולל: מגזמת נטענת IAHS 20V מגזמת גדר חיה איקרה אלחוטית IAHS 20-1 20V פועלת עם סוללה 20V. בעלת פעולה דו צדדית, להבים מוקשחים בהשחזה מדויקת באמצעות לייזר על מסילות אלומיניום קלות משקל ומגן קצה להב. אורך להב 54 סמ. מיועדת לחיתוך ענפים ירוקים (שאינם מעוצים) עד קוטר 1.8 סמ. הסוללה מאפשרת עבודה רציפה עד 50 דקות. מפוח נטען IAHS 20V מפוח עלים נטען אלחוטי, עם עוצמת נשיפה גבוהה של 220 קמש. קל משקל 1.6 קג וארגונומי. דגם IKRA IAB 20-1 20V מעולה לשמירה על ניקיון החצר, הדשא הסינטטי, המרפסת והשבילים. עוצמת הרעש של הכלי נמוכה 87db בלבד. הסוללה מאפשרת עבודה רציפה עד 15 דקות. מטען וסוללה סוללה אחת איכותית בעלת צפיפות אנרגיה גבוהה ופריקה נמוכה המתאימה למגוון כלי IKRA 20V. מטען מהיר תואם עם מחוון LED. מפרט טכני: מגזמת: מתח תפעולי 20V DC אורך חיתוך: 59 סמ אורך להב: 54 סמ מרווח בין שיניים: 18 ממ עוצמת רעש: 92 dBA זמן הפעלה רציף עם סוללה מלאה: עד 50 דקות משקל: 2.1 קג מפוח: מתח תפעולי 20V DC מהירות אוויר: 220 קמש נפח אוויר: 2.6 m&sup3;/min זמן הפעלה רציף עם סוללה: עד 15 דקות עוצמת רעש: 87 dBA משקל 1.6 קג (כולל סוללה) סוללה אחת המתאימה לשני הכלים (כלול): ליתיום-יון 20V 2.0Ah צפיפות אנרגיה גבוהה פריקה עצמית נמוכה תאורת LED המתריעה על סוללה חלשה משקל: 390 גרם סוללה אחת המתאימה לכל כלי Ikra 20V מטען מהיר (כלול): מתח חשמל: 21V DC מתח טעינה 100-240V ~50-60 Hz / זרם טעינה: mA 470 זמן טעינה לסוללה: שעה יתרונות הכלים הנטענים: &gt; ללא כבל חשמלי, פחות תחזוקה, פחות רעש, ידידותי לסביבה &gt; עצמאות: הכלי האלחוטי מאפשר לנוע בחופשיות בגינה, ללא הגבלה של כבל. יכולת להגיע לאזורים קשים וכיסוי מרחק גדול יותר. &gt; סוללה נטענת קלת משקל כתחליף למנוע בנזין או לכבל חשמלי &gt; פחות תחזוקה: אין צורך בתחזוקת מנוע ובהחלפת שמנים (לעומת חרמש בנזין) &gt; ידידותית לסביבה: פחות רעש, ללא זיהום אוויר בהשוואה לכלי הדלק אודות IKRA: חברת Ikra, מהמובילות בתחום הגינון בעולם, משווקת למעלה מ- 1.5 מיליון מוצרים בשנה בבקרת איכות גרמנית מוקפדת ועם אורך חיי מוצר ארוך במיוחד. החברה היא מהיחידות בעולם המתמקדות בפיתוח וייצור כלי גינון בלבד. מפעלי החברה, מרכזי הפיתוח וההנדסה ממוקמים בסקסוניה, גרמניה."
61906897,"מפוח עלים נטען אלחוטי, קל משקל 1.6 קג בלבד (כולל סוללה) וארגונומי. דגם IKRA IAB 20-1 20V. מעולה לשמירה על ניקיון החצר, הדשא הסינטטי, המרפסת והשבילים. עוצמת הנשיפה של הכלי גבוהה ומגיעה ל- 220 קמש. עוצמת הרעש של הכלי נמוכה 87db בלבד.","מפוח עלים נטען אלחוטי, קל משקל 1.6 קג בלבד (כולל סוללה) וארגונומי. דגם IKRA IAB 20-1 20V מעולה לשמירה על ניקיון החצר, הדשא הסינטטי, המרפסת והשבילים. עוצמת הנשיפה של הכלי גבוהה ומגיעה ל- 220 קמש. עוצמת הרעש של הכלי נמוכה 87db בלבד. עוצמה וביצועים: מהירות אוויר עד 220 קמש ידית: ארגונומית (Soft Grip) אחסון: קומפקטי ונוח לאחסון עם צינור מתנתק קל משקל: רק 1.6 קג עם סוללה רעש נמוך: בהשוואה למפוחים חשמליים ובנזין. רק 87 dB מטען וסוללה: סוללה אחת המתאימה למגוון כלי IKRA 20V (חסכון כספי). מטען מהיר וסוללה עם מחוון לד להתראה מוקדמת. מפרט טכני: מפוח: מתח תפעולי 20V DC מהירות אוויר: 220 קמש נפח אוויר: 2.6 m&sup3;/min זמן הפעלה רציף עם סוללה: עד 15 דקות עוצמת רעש: 87 dB(A) משקל 1.6 קג (כולל סוללה) סוללה: (כלולה) ליתיום-יון 20V 2.5Ah צפיפות אנרגיה גבוהה פריקה עצמית נמוכה תאורת LED המתריעה על סוללה חלשה משקל: 390 גרם סוללה אחת המתאימה לכל כלי Ikra 20V מטען מהיר (כלול): מתח חשמל: 21V DC מתח טעינה 100-240V ~50-60 Hz / זרם טעינה: mA 470 זמן טעינה לסוללה: שעה יתרונות הכלים הנטענים: &gt; ללא כבל חשמלי, פחות תחזוקה, פחות רעש, ידידותי לסביבה &gt; עצמאות: הכלי האלחוטי מאפשר לנוע בחופשיות בגינה, ללא הגבלה של כבל. יכולת להגיע לאזורים קשים וכיסוי מרחק גדול יותר. &gt; סוללה נטענת קלת משקל כתחליף למנוע בנזין או לכבל חשמלי &gt; פחות תחזוקה: אין צורך בתחזוקת מנוע ובהחלפת שמנים (לעומת חרמש בנזין) &gt; ידידותית לסביבה: פחות רעש, ללא זיהום אוויר בהשוואה לכלי הדלק"
61906899,חדש! מכסחת נטענת עוצמתית דגם IKRA ICM 2/2037 כולל מפוח עלים קל משקל 1.6 קג עוצמה 220 קמש כולל 2 סוללות סמסונג איכותיות ומטען מהיר המשתלמת ביותר. תוצרת IKRA גרמניה. חווית כיסוח שלא הכרתם!!,"חדש! מכסחת נטענת עוצמתית דגם IKRA ICM 2/2037 כולל מפוח עלים קל משקל 1.6 קג עוצמה 220 קמש כולל 2 סוללות סמסונג איכותיות ומטען מהיר המשתלמת ביותר. תוצרת IKRA גרמניה. חווית כיסוח שלא הכרתם!! כלים חשמליים נטענים 40V המחליפים מנוע בנזין יתרונות: הנדסת אנוש ובקרת איכות גרמנית מוקפדת פועלת על 2 סוללות 20V כל אחת בהספק 2.0Ah מנוע עוצמתי ברשלס ללא פחמים, זמן עבודה ארוך וסיבולת ממושכת רוחב כיסוח: 37 סמ מבנה ארגונומי מושלם המאפשר אחיזה, דחיפה וכיסוח קל ונוח דית אחיזה נוחה מאפשרת לדחוף ולסובב את המכסחת בקלות סכיני להב מתכת עמידים ומוקשים גובה כיסוח: 6 מצבים, 25-75 ממ (שליטה מרכזית) נוחה לאחסון &ndash; ידית מתקפלת לנפח מינימלי מומלץ לבעלי מדשאות בשטח עד 250 מר אחריות לשנה עי הגרעין מפרט טכני מכסחת: זמן עבודה מקסימלי: עד 40 דקות (בהתאם למאמץ העבודה) מתח 40V DC מנוע: Brushless מהירות להב: 3800 סלד רוחב כיסוח: 37 סמ גובה כיסוח: 25-75 ממ ידית גובה: 6 מצבים מיכל איסוף: 40 ליטר עשוי מבד עם מכסה קשיח גלגלים: 155 ממ / 180 ממ עוצמת קול: 96 dB (A) מִשׁקָל: 12.4 קג ללא סוללות מפרט טכני מפוח: מתח תפעולי 20V DC מהירות אוויר: 220 קמש נפח אוויר: 2.6 m&sup3;/min זמן הפעלה רציף עם סוללה: עד 15 דקות עוצמת רעש: 87 dB(A) משקל 1.6 קג (כולל סוללה) סוללות (שתיים כלולות): ליתיום-יון 20V 2.0Ah צפיפות אנרגיה גבוהה פריקה עצמית נמוכה תאורת LED המתריעה על סוללה חלשה משקל: 390 גרם סוללה אחת המתאימה לכל כלי Ikra 20V מטען מהיר (כלול): מתח חשמל: 21V DC מתח טעינה 100-240V ~50-60 Hz / זרם טעינה: mA 470 זמן טעינה לסוללה: שעה אחריות לשנה עי הגרעין מיוצר בסין יתרונות הכלים הנטענים: &gt; ללא כבל חשמלי, פחות תחזוקה, פחות רעש, ידידותי לסביבה &gt; עצמאות: הכלי האלחוטי מאפשר לנוע בחופשיות בגינה, ללא הגבלה של כבל. יכולת להגיע לאזורים קשים וכיסוי מרחק גדול יותר. &gt; סוללה נטענת קלת משקל כתחליף למנוע בנזין או לכבל חשמלי &gt; פחות תחזוקה: אין צורך בתחזוקת מנוע ובהחלפת שמנים (לעומת חרמש בנזין) &gt; ידידותית לסביבה: פחות רעש, ללא זיהום אוויר בהשוואה לכלי הדלק אודות IKRA: חברת Ikra, מהמובילות בתחום הגינון בעולם, משווקת למעלה מ- 1.5 מיליון מוצרים בשנה בבקרת איכות גרמנית מוקפדת ועם אורך חיי מוצר ארוך במיוחד. החברה היא מהיחידות בעולם המתמקדות בפיתוח וייצור כלי גינון בלבד. מפעלי החברה, מרכזי הפיתוח וההנדסה ממוקמים בסקסוניה, גרמניה."
61906902,מכסחת דשא נטענת קלת משקל ונוחה מאוד אידיאלית לכיסוח מדשאה של כ- 250 מר חוויית כיסוח שלא הכרתם!! כולל 2 סוללות ומטען מהיר כלים נטענים Gardena עם סוללה 40V המחליפים מנוע בנזין,"מכסחת דשא נטענת קלת משקל ונוחה מאוד אידיאלית לכיסוח מדשאה של כ- 250 מר חוויית כיסוח שלא הכרתם!! כולל 2 סוללות ומטען מהיר כלים נטענים Gardena עם סוללה 40V המחליפים מנוע בנזין מבנה ארגונומי מושלם המאפשר אחיזה, דחיפה וכיסוח קל, נוח ונעים. ידית אחיזה נוחה במיוחד מאפשרת לדחוף את מכסחת הדשא בקלות מירבית. להב ייחודי המספק תוצאות חיתוך אופטימליות. מסרקות מדשאה נוספות בצדדים מבטיחים כיסוח מושלם גם לצידי מדרכות. מערכת חיתוך ואיסוף ייחודית (Cut&amp;Colect) מאפשרת עבודה רציפה ביעילות מקסימלית. תכונת ה QuickFit מאפשרת בקרה מרכזית עבור 10 דרגות גובה חיתוך שונות. PowerPlus Motor פטנט ייחודי לשמירה על רציפות סיבובי המנוע מסגרת מתקפלת לחסכון בשטח אחסון. מפרט טכני: המכסחת פועלת על סוללה אחת ליתיום 40V החבילה כוללת שתי סוללות בהספק 2.6Ah ומטען מהיר זמן עבודה: כל סוללה מספיקה לכיסוח של עד 200 מר מדשאה (משתנה בהתאם למאמץ ולגובה הדשא) גובה כיסוח: 20-60 ממ ידית כיוון גובה מרכזית מיכל איסוף: 30 ליטר משקל: 8.4 קג זמן טעינת הסוללה: 65 דקות 80% 90 דקות 100% אחריות לשנה עי הגרעין"
61906911,חבילת גינון משתלמת במיוחד! מכסחת דשא נטענת עוצמתחת תוצרת IKRA גרמניה משור מיני נטען מנוע brushless כולל מטען ו2 סוללות 2.5A תוצרת IKRA גרמניה - חווית כיסוח שלא הכרתם!! כלים חשמליים נטענים 20V המחליפים מנוע בנזין,"חבילת גינון משתלמת במיוחד! מכסחת דשא נטענת עוצמתחת תוצרת IKRA גרמניה משור מיני נטען מנוע brushless כולל מטען ו2 סוללות 2.5A תוצרת IKRA גרמניה - חווית כיסוח שלא הכרתם!! כלים חשמליים נטענים 20V המחליפים מנוע בנזין מכסחת נטענת עוצמתית דגם IKRA ICM 2/2037 הנדסת אנוש ובקרת איכות גרמנית מוקפדת! מנוע עוצמתי ברשלס ללא פחמים, זמן עבודה ארוך וסיבולת ממושכת מבנה ארגונומי מושלם המאפשר אחיזה, דחיפה וכיסוח קל ונוח, ידית אחיזה נוחה מאפשרת לדחוף ולסובב את המכסחת בקלות, סכיני להב מתכת עמידים ומוקשים. נוחה לאחסון &ndash; ידית מתקפלת לנפח מינימלי. מומלץ לבעלי מדשאות בשטח עד 250 מר זמן עבודה מקסימלי: עד 40 דקות (בהתאם למאמץ העבודה מתח 40V DC (שתי סוללות כלולות) מנוע: Brushless מהירות להב: 3800 סלד רוחב כיסוח: 37 סמ גובה כיסוח: 25-75 ממ ידית גובה: 6 מצבים מיכל איסוף: 40 ליטר עשוי מבד עם מכסה קשיח גלגלים: 155 ממ / 180 ממ עוצמת קול: 96 dB (A) מִשׁקָל: 12.4 קג ללא סוללות מיוצר בסין. אחריות לשנה עי הגרעין משור שרשרת מיני נטען IKRA 20V ICC 2010 גרמניה מנוע עוצמתי ללא פחמים (brushless) מתיחה והחלפת שרשרת ללא צורך בכלים מנוע: 20V DC Brushless זמן הפעלה: עד 35 דקות אורך להב:4 / 10.2 סמ מהירות שרשרת: 4.0 מ/שניה משקל: 1.34 קג סוללת ליתיום-יון 20V 2.5Ah צפיפות אנרגיה גבוהה פריקה עצמית נמוכה תאורת LED המתריעה על סוללה חלשה משקל: 390 גרם סוללה אחת המתאימה לכל כלי Ikra 20V מטען 20V לכלים נטענים IKRA מתח חשמל: 21V DC מתח טעינה 100-240V ~50-60 Hz / זרם טעינה: mA 470 זמן טעינה לסוללה: 5 - 3 שעות 2 סוללות 20V לכלים נטענים IKRA סוללת ליתיום-יון 20V 2.5Ah צפיפות אנרגיה גבוהה פריקה עצמית נמוכה תאורת LED המתריעה על סוללה חלשה משקל: 390 גרם סוללה המתאימה לכל כלי Ikra 20V"
